,title,date_created,keywords,media_type,description,nasa_id,links
1644,KSC-2011-2633,2011-03-30T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- The Aquarius/SAC-D spacecraft is transported to the Spaceport Systems International processing facility at Vandenberg Air Force Base in California.  Earlier, a U.S. Air Force C-17 transport plane delivered the spacecraft from Campos, Brazil. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.  Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: VAFB/30th Space Wing",KSC-2011-2633,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2633/KSC-2011-2633~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 104000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2633/KSC-2011-2633~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 34000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2633/KSC-2011-2633~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 34000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2633/KSC-2011-2633~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 204000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2633/KSC-2011-2633~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 791000}]"
1645,KSC-2011-2629,2011-03-30T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- The Aquarius/SAC-D spacecraft is offloaded from a U.S. Air Force C-17 transport at Vandenberg Air Force Base in California. The aircraft traveled from Campos, Brazil. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.      Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: VAFB/30th Space Wing",KSC-2011-2629,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2629/KSC-2011-2629~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 101000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2629/KSC-2011-2629~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 30000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2629/KSC-2011-2629~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 30000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2629/KSC-2011-2629~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 212000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2629/KSC-2011-2629~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 887000}]"
1646,KSC-2011-2728,2011-04-01T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- The Aquarius/SAC-D spacecraft is unpacked and unveiled in the Spaceport Systems International payload processing facility at Vandenberg Air Force Base in California. The container protected the spacecraft on its journey from Campos, Brazil, aboard a U.S. Air Force C-17 transport plane. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.      Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: NASA/Randy Beaudoin, VAFB",KSC-2011-2728,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2728/KSC-2011-2728~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 170000, 'height': 850}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2728/KSC-2011-2728~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 53000, 'height': 425}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2728/KSC-2011-2728~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 53000, 'height': 425}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2728/KSC-2011-2728~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 336000, 'height': 1275}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2728/KSC-2011-2728~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 1993, 'width': 3000, 'size': 1270000}]"
1647,KSC-2011-2727,2011-04-01T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- The Aquarius/SAC-D spacecraft is unpacked and unveiled in the Spaceport Systems International payload processing facility at Vandenberg Air Force Base in California. The container protected the spacecraft on its journey from Campos, Brazil, aboard a U.S. Air Force C-17 transport plane. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.        Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: NASA/Randy Beaudoin, VAFB",KSC-2011-2727,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2727/KSC-2011-2727~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 176000, 'height': 850}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2727/KSC-2011-2727~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 55000, 'height': 425}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2727/KSC-2011-2727~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 55000, 'height': 425}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2727/KSC-2011-2727~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 350000, 'height': 1275}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2727/KSC-2011-2727~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 1993, 'width': 3000, 'size': 1338000}]"
1648,KSC-2011-2627,2011-03-30T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- Workers at Vandenberg Air Force Base in California prepare to offload the Aquarius/SAC-D spacecraft from a U.S. Air Force C-17 transport plane. The aircraft traveled from Campos, Brazil. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.    Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: VAFB/30th Space Wing",KSC-2011-2627,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2627/KSC-2011-2627~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 48000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2627/KSC-2011-2627~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 16000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2627/KSC-2011-2627~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 16000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2627/KSC-2011-2627~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 105000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2627/KSC-2011-2627~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 606000}]"
1649,KSC-2011-2634,2011-03-30T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- The Aquarius/SAC-D spacecraft is transported to the Spaceport Systems International payload processing facility at Vandenberg Air Force Base in California.  Earlier, a U.S. Air Force C-17 transport plane delivered the spacecraft from Campos, Brazil. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.          Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: VAFB/30th Space Wing",KSC-2011-2634,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2634/KSC-2011-2634~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 137000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2634/KSC-2011-2634~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 41000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2634/KSC-2011-2634~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 41000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2634/KSC-2011-2634~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 278000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2634/KSC-2011-2634~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 1083000}]"
1650,KSC-2011-2628,2011-03-30T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- The Aquarius/SAC-D spacecraft is offloaded from a U.S. Air Force C-17 transport at Vandenberg Air Force Base in California. The aircraft traveled from Campos, Brazil. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.        Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: VAFB/30th Space Wing",KSC-2011-2628,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2628/KSC-2011-2628~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 129000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2628/KSC-2011-2628~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 42000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2628/KSC-2011-2628~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 42000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2628/KSC-2011-2628~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 253000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2628/KSC-2011-2628~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 942000}]"
1651,KSC-2011-2636,2011-03-30T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- The Aquarius/SAC-D spacecraft enters the Spaceport Systems International payload processing facility at Vandenberg Air Force Base in California.  Earlier, a U.S. Air Force C-17 transport plane delivered the spacecraft from Campos, Brazil. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.      Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: VAFB/30th Space Wing",KSC-2011-2636,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2636/KSC-2011-2636~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 118000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2636/KSC-2011-2636~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 39000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2636/KSC-2011-2636~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 39000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2636/KSC-2011-2636~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 227000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2636/KSC-2011-2636~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 847000}]"
1652,KSC-2011-2632,2011-03-30T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- The Aquarius/SAC-D spacecraft is transported to the Spaceport Systems International processing facility at Vandenberg Air Force Base in California.  Earlier, a U.S. Air Force C-17 transport plane delivered the spacecraft from Campos, Brazil. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.    Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: VAFB/30th Space Wing",KSC-2011-2632,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2632/KSC-2011-2632~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 125000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2632/KSC-2011-2632~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 40000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2632/KSC-2011-2632~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 40000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2632/KSC-2011-2632~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 245000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2632/KSC-2011-2632~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 907000}]"
1653,KSC-2011-2625,2011-03-30T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- Workers at Vandenberg Air Force Base in California snap photos of the U.S. Air Force C-17 transport plane carrying the Aquarius/SAC-D spacecraft. The aircraft traveled from Campos, Brazil. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.        Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: VAFB/30th Space Wing",KSC-2011-2625,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2625/KSC-2011-2625~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 88000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2625/KSC-2011-2625~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 27000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2625/KSC-2011-2625~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 27000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2625/KSC-2011-2625~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 177000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2625/KSC-2011-2625~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 724000}]"
1654,KSC-2011-2725,2011-04-01T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- Technicians begin to unpack and unveil the Aquarius/SAC-D spacecraft in the Spaceport Systems International payload processing facility at Vandenberg Air Force Base in California. The container protected the spacecraft on its journey from Campos, Brazil, aboard a U.S. Air Force C-17 transport plane. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.        Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: NASA/Randy Beaudoin, VAFB",KSC-2011-2725,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2725/KSC-2011-2725~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 143000, 'height': 850}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2725/KSC-2011-2725~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 47000, 'height': 425}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2725/KSC-2011-2725~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 47000, 'height': 425}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2725/KSC-2011-2725~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 277000, 'height': 1275}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2725/KSC-2011-2725~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 1993, 'width': 3000, 'size': 1092000}]"
1655,KSC-2011-2631,2011-03-30T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- The Aquarius/SAC-D spacecraft is transported to the Spaceport Systems International processing facility at Vandenberg Air Force Base in California.  Earlier, a U.S. Air Force C-17 transport plane delivered the spacecraft from Campos, Brazil. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.      Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: VAFB/30th Space Wing",KSC-2011-2631,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2631/KSC-2011-2631~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 118000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2631/KSC-2011-2631~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 34000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2631/KSC-2011-2631~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 34000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2631/KSC-2011-2631~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 254000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2631/KSC-2011-2631~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 1080000}]"
1656,KSC-2011-2630,2011-03-30T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- The Aquarius/SAC-D spacecraft is offloaded from a U.S. Air Force C-17 transport at Vandenberg Air Force Base in California. The aircraft traveled from Campos, Brazil. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.        Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: VAFB/30th Space Wing",KSC-2011-2630,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2630/KSC-2011-2630~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 116000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2630/KSC-2011-2630~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 32000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2630/KSC-2011-2630~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 32000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2630/KSC-2011-2630~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 253000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2630/KSC-2011-2630~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 1085000}]"
1657,KSC-2011-2623,2011-03-30T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- The Aquarius/SAC-D spacecraft arrives at Vandenberg Air Force Base in California from Campos, Brazil, aboard a U.S. Air Force C-17 transport plane. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.            Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: VAFB/30th Space Wing",KSC-2011-2623,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2623/KSC-2011-2623~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 72000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2623/KSC-2011-2623~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 22000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2623/KSC-2011-2623~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 22000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2623/KSC-2011-2623~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 146000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2623/KSC-2011-2623~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 652000}]"
1658,Landsat Observes Barrier Islands,2011-05-26T00:00:00Z,"['Landsat', 'Islands', 'Sea Level Rise', 'Climate Change', 'Earth']",video,"A survey of barrier islands published in 2011 in the Journal of Coastal Research offers the most thorough assessment to date of the thousands of small islands that hug the coasts of the world's landmasses. The study, led by Matthew Stutz of Meredith College and Orrin Pilkey of Duke University, raises new questions about how the unique islands form and evolve over time - and how they may fare as the climate changes and sea level rises. It was based on a global collection of satellite images as well as information from topographic and navigational charts. Landsat 7 acquired the images around 2000, but a private company mosaicked them as part of an effort funded by NASA and the United States Geological Survey.",GSFC_20110526_Barrier_m10774_Islands,"[{'href': 'https://images-assets.nasa.gov/video/GSFC_20110526_Barrier_m10774_Islands/GSFC_20110526_Barrier_m10774_Islands~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 800, 'size': 31000, 'height': 450}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20110526_Barrier_m10774_Islands/GSFC_20110526_Barrier_m10774_Islands~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 400, 'size': 12000, 'height': 225}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20110526_Barrier_m10774_Islands/GSFC_20110526_Barrier_m10774_Islands~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 200, 'size': 3000, 'height': 112}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20110526_Barrier_m10774_Islands/GSFC_20110526_Barrier_m10774_Islands~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 300, 'size': 6600, 'height': 168}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20110526_Barrier_m10774_Islands/GSFC_20110526_Barrier_m10774_Islands.vtt', 'rel': 'captions'}]"
1659,Planetary Scientist Profile: Emily Wilson,2013-09-16T00:00:00Z,"['Atmospheric Science', 'Aerosols', 'Climate Change', 'Greenhouse Gases', 'Earth', 'mini-LHR', 'AERONET', 'Aerosols Optical Depth']",video,"NASA scientist Emily Wilson discusses her work developing miniaturized instruments that measure greenhouse gases in the atmosphere. Her latest instrument, the mini-LHR, works in tandem with AERONET, and will contribute to the global effort to better understand climate change.",GSFC_20130916_EmilyWilson_m11359_Profile,"[{'href': 'https://images-assets.nasa.gov/video/GSFC_20130916_EmilyWilson_m11359_Profile/GSFC_20130916_EmilyWilson_m11359_Profile~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 800, 'size': 35000, 'height': 450}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20130916_EmilyWilson_m11359_Profile/GSFC_20130916_EmilyWilson_m11359_Profile~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 400, 'size': 16000, 'height': 225}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20130916_EmilyWilson_m11359_Profile/GSFC_20130916_EmilyWilson_m11359_Profile~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 200, 'size': 6100, 'height': 112}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20130916_EmilyWilson_m11359_Profile/GSFC_20130916_EmilyWilson_m11359_Profile~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 300, 'size': 11000, 'height': 168}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20130916_EmilyWilson_m11359_Profile/GSFC_20130916_EmilyWilson_m11359_Profile.srt', 'rel': 'captions'}]"
