Column,title,date_created,keywords,media_type,description,nasa_id,links
52,KSC-2011-2632,2011-03-30,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- The Aquarius/SAC-D spacecraft is transported to the Spaceport Systems International processing facility at Vandenberg Air Force Base in California.  Earlier, a U.S. Air Force C-17 transport plane delivered the spacecraft from Campos, Brazil. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.    Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: VAFB/30th Space Wing",KSC-2011-2632,https://images-assets.nasa.gov/image/KSC-2011-2632/KSC-2011-2632~medium.jpg
,KSC-2011-2632,2011-03-30,Delta II,,,,
,KSC-2011-2632,2011-03-30,science,,,,
,KSC-2011-2632,2011-03-30,research,,,,
,KSC-2011-2632,2011-03-30,climate change,,,,
,KSC-2011-2632,2011-03-30,Earth mission,,,,
53,KSC-2011-2625,2011-03-30,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- Workers at Vandenberg Air Force Base in California snap photos of the U.S. Air Force C-17 transport plane carrying the Aquarius/SAC-D spacecraft. The aircraft traveled from Campos, Brazil. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.        Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: VAFB/30th Space Wing",KSC-2011-2625,https://images-assets.nasa.gov/image/KSC-2011-2625/KSC-2011-2625~medium.jpg
,KSC-2011-2625,2011-03-30,Delta II,,,,
,KSC-2011-2625,2011-03-30,science,,,,
,KSC-2011-2625,2011-03-30,research,,,,
,KSC-2011-2625,2011-03-30,climate change,,,,
,KSC-2011-2625,2011-03-30,Earth mission,,,,
54,KSC-2011-2725,2011-04-01,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- Technicians begin to unpack and unveil the Aquarius/SAC-D spacecraft in the Spaceport Systems International payload processing facility at Vandenberg Air Force Base in California. The container protected the spacecraft on its journey from Campos, Brazil, aboard a U.S. Air Force C-17 transport plane. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.        Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: NASA/Randy Beaudoin, VAFB",KSC-2011-2725,https://images-assets.nasa.gov/image/KSC-2011-2725/KSC-2011-2725~medium.jpg
,KSC-2011-2725,2011-04-01,Delta II,,,,
,KSC-2011-2725,2011-04-01,science,,,,
,KSC-2011-2725,2011-04-01,research,,,,
,KSC-2011-2725,2011-04-01,climate change,,,,
,KSC-2011-2725,2011-04-01,Earth mission,,,,
55,KSC-2011-2631,2011-03-30,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- The Aquarius/SAC-D spacecraft is transported to the Spaceport Systems International processing facility at Vandenberg Air Force Base in California.  Earlier, a U.S. Air Force C-17 transport plane delivered the spacecraft from Campos, Brazil. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.      Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: VAFB/30th Space Wing",KSC-2011-2631,https://images-assets.nasa.gov/image/KSC-2011-2631/KSC-2011-2631~medium.jpg
,KSC-2011-2631,2011-03-30,Delta II,,,,
,KSC-2011-2631,2011-03-30,science,,,,
,KSC-2011-2631,2011-03-30,research,,,,
,KSC-2011-2631,2011-03-30,climate change,,,,
,KSC-2011-2631,2011-03-30,Earth mission,,,,
56,KSC-2011-2630,2011-03-30,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- The Aquarius/SAC-D spacecraft is offloaded from a U.S. Air Force C-17 transport at Vandenberg Air Force Base in California. The aircraft traveled from Campos, Brazil. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.        Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: VAFB/30th Space Wing",KSC-2011-2630,https://images-assets.nasa.gov/image/KSC-2011-2630/KSC-2011-2630~medium.jpg
,KSC-2011-2630,2011-03-30,Delta II,,,,
,KSC-2011-2630,2011-03-30,science,,,,
,KSC-2011-2630,2011-03-30,research,,,,
,KSC-2011-2630,2011-03-30,climate change,,,,
,KSC-2011-2630,2011-03-30,Earth mission,,,,
57,KSC-2011-2623,2011-03-30,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- The Aquarius/SAC-D spacecraft arrives at Vandenberg Air Force Base in California from Campos, Brazil, aboard a U.S. Air Force C-17 transport plane. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.            Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: VAFB/30th Space Wing",KSC-2011-2623,https://images-assets.nasa.gov/image/KSC-2011-2623/KSC-2011-2623~medium.jpg
,KSC-2011-2623,2011-03-30,Delta II,,,,
,KSC-2011-2623,2011-03-30,science,,,,
,KSC-2011-2623,2011-03-30,research,,,,
,KSC-2011-2623,2011-03-30,climate change,,,,
,KSC-2011-2623,2011-03-30,Earth mission,,,,
58,Landsat Observes Barrier Islands,2011-05-26,Landsat,video,"A survey of barrier islands published in 2011 in the Journal of Coastal Research offers the most thorough assessment to date of the thousands of small islands that hug the coasts of the world's landmasses. The study, led by Matthew Stutz of Meredith College and Orrin Pilkey of Duke University, raises new questions about how the unique islands form and evolve over time - and how they may fare as the climate changes and sea level rises. It was based on a global collection of satellite images as well as information from topographic and navigational charts. Landsat 7 acquired the images around 2000, but a private company mosaicked them as part of an effort funded by NASA and the United States Geological Survey.",GSFC_20110526_Barrier_m10774_Islands,https://images-assets.nasa.gov/video/GSFC_20110526_Barrier_m10774_Islands/GSFC_20110526_Barrier_m10774_Islands~large.jpg
,Landsat Observes Barrier Islands,2011-05-26,Islands,,,,
,Landsat Observes Barrier Islands,2011-05-26,Sea Level Rise,,,,
,Landsat Observes Barrier Islands,2011-05-26,Climate Change,,,,
,Landsat Observes Barrier Islands,2011-05-26,Earth,,,,
59,Planetary Scientist Profile: Emily Wilson,2013-09-16,Atmospheric Science,video,"NASA scientist Emily Wilson discusses her work developing miniaturized instruments that measure greenhouse gases in the atmosphere. Her latest instrument, the mini-LHR, works in tandem with AERONET, and will contribute to the global effort to better understand climate change.",GSFC_20130916_EmilyWilson_m11359_Profile,https://images-assets.nasa.gov/video/GSFC_20130916_EmilyWilson_m11359_Profile/GSFC_20130916_EmilyWilson_m11359_Profile~large.jpg
,Planetary Scientist Profile: Emily Wilson,2013-09-16,Aerosols,,,,
,Planetary Scientist Profile: Emily Wilson,2013-09-16,Climate Change,,,,
,Planetary Scientist Profile: Emily Wilson,2013-09-16,Greenhouse Gases,,,,
,Planetary Scientist Profile: Emily Wilson,2013-09-16,Earth,,,,
,Planetary Scientist Profile: Emily Wilson,2013-09-16,mini-LHR,,,,
,Planetary Scientist Profile: Emily Wilson,2013-09-16,AERONET,,,,
,Planetary Scientist Profile: Emily Wilson,2013-09-16,Aerosols Optical Depth,,,,
60,Details of Arctic Greening in North America,2016-06-02,NDVI,video,"The northern reaches of North America are getting greener, according to a NASA study that provides the most detailed look yet at plant life across Alaska and Canada. In a changing climate, almost a third of the land cover – much of it Arctic tundra – is looking more like landscapes found in warmer ecosystems. With 87,000 images taken from Landsat satellites, converted into data that reflects the amount of healthy vegetation on the ground, the researchers found that western Alaska, Quebec and other regions became greener between 1984 and 2012. The new Landsat study further supports previous work that has shown changing vegetation in Arctic and boreal North America. Earlier studies showed increased vegetation was connected to increasing global carbon dioxide and increasing global temperatures.   Previous surveys of the vegetation across Alaska and Canada had taken a big-picture view of the region using coarse-resolution satellite sensors. To get a more detailed picture of the 4.1 million square-mile area, scientists used the NASA/USGS Landsat 5 and Landsat 7 satellites, which take a measurement for each 30-by-30 meter (98-by-98 foot) parcel of land.  Using the detailed Landsat data, NASA scientists found that there was extensive greening in the tundra of western Alaska, the northern coast of Canada, and the tundra of Quebec and Labrador. While northern forests greened in Canada, they tended to decline in Alaska. Overall, the scientists found that 29.4 percent of the region greened up, especially in shrublands and sparsely vegetated areas, while 2.9 percent showed vegetation decline.  With the large, continental-scale map complete, researchers will focus on the more human scale – looking at local conditions to see what might control the greening patterns, whether it’s local topography, nearby water sources, or particular types of habitat. They also plan to investigate forested areas, particularly in the greening Quebec.",GSFC_20160602_Arctic_m12225_Greening,https://images-assets.nasa.gov/video/GSFC_20160602_Arctic_m12225_Greening/GSFC_20160602_Arctic_m12225_Greening~large.jpg
,Details of Arctic Greening in North America,2016-06-02,Arctic,,,,
,Details of Arctic Greening in North America,2016-06-02,Climate Change,,,,
,Details of Arctic Greening in North America,2016-06-02,Vegetation Growth,,,,
,Details of Arctic Greening in North America,2016-06-02,Earth,,,,
61,KSC-2011-2195,2011-03-09,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. --At Vandenberg Air Force Base in California, a crane raises one of three United Launch Alliance Delta II solid rocket motors on the pad at Space Launch Complex-2 West (SLC-2W). Scheduled to launch in June, the Delta II rocket will carry NASA's Aquarius satellite into low Earth orbit.    Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2195,https://images-assets.nasa.gov/image/KSC-2011-2195/KSC-2011-2195~orig.jpg
,KSC-2011-2195,2011-03-09,Delta II,,,,
,KSC-2011-2195,2011-03-09,science,,,,
,KSC-2011-2195,2011-03-09,research,,,,
,KSC-2011-2195,2011-03-09,climate change,,,,
,KSC-2011-2195,2011-03-09,Earth mission,,,,
62,KSC-2011-2191,2011-03-09,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. --As the sun rises over Vandenberg Air Force Base in California, a crane begins to raise one of three United Launch Alliance Delta II solid rocket motors on the pad at Space Launch Complex-2 West (SLC-2W). Scheduled to launch in June, the Delta II rocket will carry NASA's Aquarius satellite into low Earth orbit.    Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2191,https://images-assets.nasa.gov/image/KSC-2011-2191/KSC-2011-2191~medium.jpg
,KSC-2011-2191,2011-03-09,Delta II,,,,
,KSC-2011-2191,2011-03-09,science,,,,
,KSC-2011-2191,2011-03-09,research,,,,
,KSC-2011-2191,2011-03-09,climate change,,,,
,KSC-2011-2191,2011-03-09,Earth mission,,,,
63,KSC-2011-2449,2011-03-21,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- United Space Alliance technicians prepare to move the Space Launch Complex-2 (SLC-2) service tower at Vandenberg Air Force Base in California. The move will allow technicians to hoist into position the second stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit.         Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2449,https://images-assets.nasa.gov/image/KSC-2011-2449/KSC-2011-2449~medium.jpg
,KSC-2011-2449,2011-03-21,Delta II,,,,
,KSC-2011-2449,2011-03-21,science,,,,
,KSC-2011-2449,2011-03-21,research,,,,
,KSC-2011-2449,2011-03-21,climate change,,,,
,KSC-2011-2449,2011-03-21,Earth mission,,,,
64,KSC-2011-2456,2011-03-21,ELV,image,"VANDENBERG AIR FORCE BASE, Calif.  -- With the Space Launch Complex-2 (SLC-2) service tower at Vandenberg Air Force Base in California back in place, United Space Alliance technicians complete the installation of the second stage of a Delta II rocket to the first stage. The rocket is being prepared to launch NASA's Aquarius satellite into low Earth orbit.      Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2456,https://images-assets.nasa.gov/image/KSC-2011-2456/KSC-2011-2456~medium.jpg
,KSC-2011-2456,2011-03-21,Delta II,,,,
,KSC-2011-2456,2011-03-21,science,,,,
,KSC-2011-2456,2011-03-21,research,,,,
,KSC-2011-2456,2011-03-21,climate change,,,,
,KSC-2011-2456,2011-03-21,Earth mission,,,,
65,KSC-2011-2193,2011-03-09,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. --As the sun rises over Vandenberg Air Force Base in California, a crane raises one of three United Launch Alliance Delta II solid rocket motors on the pad at Space Launch Complex-2 West (SLC-2W). Scheduled to launch in June, the Delta II rocket will carry NASA's Aquarius satellite into low Earth orbit.    Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2193,https://images-assets.nasa.gov/image/KSC-2011-2193/KSC-2011-2193~medium.jpg
,KSC-2011-2193,2011-03-09,Delta II,,,,
,KSC-2011-2193,2011-03-09,science,,,,
,KSC-2011-2193,2011-03-09,research,,,,
,KSC-2011-2193,2011-03-09,climate change,,,,
,KSC-2011-2193,2011-03-09,Earth mission,,,,
66,KSC-2011-2194,2011-03-09,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. --At Vandenberg Air Force Base in California, one of three United Space Alliance Delta II solid rocket motors is atop a tug for the move from the solid motor facility to Space Launch Complex-2 West (SLC-2W). Scheduled to launch in June, the Delta II rocket will carry NASA's Aquarius satellite into low Earth orbit.    Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2194,https://images-assets.nasa.gov/image/KSC-2011-2194/KSC-2011-2194~medium.jpg
,KSC-2011-2194,2011-03-09,Delta II,,,,
,KSC-2011-2194,2011-03-09,science,,,,
,KSC-2011-2194,2011-03-09,research,,,,
,KSC-2011-2194,2011-03-09,climate change,,,,
,KSC-2011-2194,2011-03-09,Earth mission,,,,
67,KSC-2011-2451,2011-03-21,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- United Space Alliance technicians prepare to hoist the second stage of a Delta II rocket into position in the Space Launch Complex-2 (SLC-2) service tower at Vandenberg Air Force Base in California. The rocket is being prepared to launch NASA's Aquarius satellite into low Earth orbit.    Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2451,https://images-assets.nasa.gov/image/KSC-2011-2451/KSC-2011-2451~medium.jpg
,KSC-2011-2451,2011-03-21,Delta II,,,,
,KSC-2011-2451,2011-03-21,science,,,,
,KSC-2011-2451,2011-03-21,research,,,,
,KSC-2011-2451,2011-03-21,climate change,,,,
,KSC-2011-2451,2011-03-21,Earth mission,,,,
68,KSC-2011-2454,2011-03-21,ELV,image,"VANDENBERG AIR FORCE BASE, Calif.  -- With the Space Launch Complex-2 (SLC-2) service tower at Vandenberg Air Force Base in California back in place, United Space Alliance technicians lower the second stage of a Delta II rocket into position over the first stage. The rocket is being prepared to launch NASA's Aquarius satellite into low Earth orbit.    Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2454,https://images-assets.nasa.gov/image/KSC-2011-2454/KSC-2011-2454~medium.jpg
,KSC-2011-2454,2011-03-21,Delta II,,,,
,KSC-2011-2454,2011-03-21,science,,,,
,KSC-2011-2454,2011-03-21,research,,,,
,KSC-2011-2454,2011-03-21,climate change,,,,
,KSC-2011-2454,2011-03-21,Earth mission,,,,
69,KSC-2011-2189,2011-03-09,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. --As the sun rises over Vandenberg Air Force Base in California, United Launch Alliance technicians prepare to raise one of three Delta II solid rocket motors on the pad at Space Launch Complex-2 West (SLC-2W). Scheduled to launch in June, the Delta II rocket will carry NASA's Aquarius satellite into low Earth orbit.    Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2189,https://images-assets.nasa.gov/image/KSC-2011-2189/KSC-2011-2189~medium.jpg
,KSC-2011-2189,2011-03-09,Delta II,,,,
,KSC-2011-2189,2011-03-09,science,,,,
,KSC-2011-2189,2011-03-09,research,,,,
,KSC-2011-2189,2011-03-09,climate change,,,,
,KSC-2011-2189,2011-03-09,Earth mission,,,,
70,KSC-2011-2192,2011-03-09,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. --As the sun rises over Vandenberg Air Force Base in California, a crane raises one of three United Launch Alliance Delta II solid rocket motors on the pad at Space Launch Complex-2 West (SLC-2W). Scheduled to launch in June, the Delta II rocket will carry NASA's Aquarius satellite into low Earth orbit.    Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2192,https://images-assets.nasa.gov/image/KSC-2011-2192/KSC-2011-2192~medium.jpg
,KSC-2011-2192,2011-03-09,Delta II,,,,
,KSC-2011-2192,2011-03-09,science,,,,
,KSC-2011-2192,2011-03-09,research,,,,
,KSC-2011-2192,2011-03-09,climate change,,,,
,KSC-2011-2192,2011-03-09,Earth mission,,,,
71,KSC-2011-2453,2011-03-21,ELV,image,"VANDENBERG AIR FORCE BASE, Calif.  -- United Space Alliance technicians hoist the second stage of a Delta II rocket into position in the Space Launch Complex-2 (SLC-2) service tower at Vandenberg Air Force Base in California. The rocket is being prepared to launch NASA's Aquarius satellite into low Earth orbit.      Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2453,https://images-assets.nasa.gov/image/KSC-2011-2453/KSC-2011-2453~medium.jpg
,KSC-2011-2453,2011-03-21,Delta II,,,,
,KSC-2011-2453,2011-03-21,science,,,,
,KSC-2011-2453,2011-03-21,research,,,,
,KSC-2011-2453,2011-03-21,climate change,,,,
,KSC-2011-2453,2011-03-21,Earth mission,,,,
72,KSC-2011-2198,2011-03-09,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. --At Vandenberg Air Force Base in California, United Launch Alliance technicians finish installing one of three Delta II solid rocket motors on the pad at Space Launch Complex-2 West (SLC-2W). Scheduled to launch in June, the Delta II rocket will carry NASA's Aquarius satellite into low Earth orbit.    Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2198,https://images-assets.nasa.gov/image/KSC-2011-2198/KSC-2011-2198~medium.jpg
,KSC-2011-2198,2011-03-09,Delta II,,,,
,KSC-2011-2198,2011-03-09,science,,,,
,KSC-2011-2198,2011-03-09,research,,,,
,KSC-2011-2198,2011-03-09,climate change,,,,
,KSC-2011-2198,2011-03-09,Earth mission,,,,
73,KSC-2011-2452,2011-03-21,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- United Space Alliance technicians hoist the second stage of a Delta II rocket into position in the Space Launch Complex-2 (SLC-2) service tower at Vandenberg Air Force Base in California. The rocket is being prepared to launch NASA's Aquarius satellite into low Earth orbit.        Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2452,https://images-assets.nasa.gov/image/KSC-2011-2452/KSC-2011-2452~medium.jpg
,KSC-2011-2452,2011-03-21,Delta II,,,,
,KSC-2011-2452,2011-03-21,science,,,,
,KSC-2011-2452,2011-03-21,research,,,,
,KSC-2011-2452,2011-03-21,climate change,,,,
,KSC-2011-2452,2011-03-21,Earth mission,,,,
74,KSC-2011-2197,2011-03-09,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. --At Vandenberg Air Force Base in California, a crane raises one of three United Launch Alliance Delta II solid rocket motors on the pad at Space Launch Complex-2 West (SLC-2W). A second motor was installed earlier in the morning. Scheduled to launch in June, the Delta II rocket will carry NASA's Aquarius satellite into low Earth orbit.    Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2197,https://images-assets.nasa.gov/image/KSC-2011-2197/KSC-2011-2197~medium.jpg
,KSC-2011-2197,2011-03-09,Delta II,,,,
,KSC-2011-2197,2011-03-09,science,,,,
,KSC-2011-2197,2011-03-09,research,,,,
,KSC-2011-2197,2011-03-09,climate change,,,,
,KSC-2011-2197,2011-03-09,Earth mission,,,,
75,KSC-2011-2457,2011-03-21,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- With the Space Launch Complex-2 (SLC-2) service tower at Vandenberg Air Force Base in California back in place, the first and second stages, and three solid rocket motors of a Delta II rocket are in their launch configuration. The rocket is being prepared to launch NASA's Aquarius satellite into low Earth orbit.    Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2457,https://images-assets.nasa.gov/image/KSC-2011-2457/KSC-2011-2457~medium.jpg
,KSC-2011-2457,2011-03-21,Delta II,,,,
,KSC-2011-2457,2011-03-21,science,,,,
,KSC-2011-2457,2011-03-21,research,,,,
,KSC-2011-2457,2011-03-21,climate change,,,,
,KSC-2011-2457,2011-03-21,Earth mission,,,,
76,KSC-2011-1960,2011-03-01,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- As the sun rises over Vandenberg Air Force Base in California, the first stage of the United Launch Alliance Delta II rocket that will carry the Aquarius/SAC-D satellite into low Earth orbit is prepared for its move to Space Launch Complex-2 (SLC-2).      Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: NASA/VAFB",KSC-2011-1960,https://images-assets.nasa.gov/image/KSC-2011-1960/KSC-2011-1960~medium.jpg
,KSC-2011-1960,2011-03-01,Delta II,,,,
,KSC-2011-1960,2011-03-01,science,,,,
,KSC-2011-1960,2011-03-01,research,,,,
,KSC-2011-1960,2011-03-01,climate change,,,,
,KSC-2011-1960,2011-03-01,Earth mission,,,,
