,title,date_created,keywords,media_type,description,nasa_id,links
77,KSC-2011-2455,2011-03-21T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- With the Space Launch Complex-2 (SLC-2) service tower at Vandenberg Air Force Base in California back in place, United Space Alliance technicians lower the second stage of a Delta II rocket into position over the first stage and three solid rocket motors. The rocket is being prepared to launch NASA's Aquarius satellite into low Earth orbit.        Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2455,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2455/KSC-2011-2455~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 856, 'size': 191000, 'height': 1280}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2455/KSC-2011-2455~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 428, 'size': 60000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2455/KSC-2011-2455~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 428, 'size': 60000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2455/KSC-2011-2455~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1285, 'size': 364000, 'height': 1920}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2455/KSC-2011-2455~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 3000, 'width': 2008, 'size': 1208000}]"
78,KSC-2011-2199,2011-03-09T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. --At Vandenberg Air Force Base in California, United Launch Alliance technicians finish installing one of three Delta II solid rocket motors on the pad at Space Launch Complex-2 West (SLC-2W). A second motor was installed earlier in the morning. Scheduled to launch in June, the Delta II rocket will carry NASA's Aquarius satellite into low Earth orbit.    Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2199,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2199/KSC-2011-2199~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 856, 'size': 137000, 'height': 1280}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2199/KSC-2011-2199~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 428, 'size': 47000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2199/KSC-2011-2199~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 428, 'size': 47000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2199/KSC-2011-2199~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1285, 'size': 254000, 'height': 1920}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2199/KSC-2011-2199~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 3000, 'width': 2008, 'size': 893000}]"
79,KSC-2011-2450,2011-03-21T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- The Space Launch Complex-2 (SLC-2) service tower at Vandenberg Air Force Base in California is moved to allow United Launch Alliance technicians to hoist into position the second stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit.       Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2450,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2450/KSC-2011-2450~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 856, 'size': 124000, 'height': 1280}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2450/KSC-2011-2450~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 428, 'size': 39000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2450/KSC-2011-2450~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 428, 'size': 39000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2450/KSC-2011-2450~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1285, 'size': 240000, 'height': 1920}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2450/KSC-2011-2450~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 3000, 'width': 2008, 'size': 883000}]"
80,KSC-2011-2196,2011-03-09T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. --At Vandenberg Air Force Base in California, a crane raises one of three United Launch Alliance Delta II solid rocket motors on the pad at Space Launch Complex-2 West (SLC-2W). A second motor was installed earlier in the morning. Scheduled to launch in June, the Delta II rocket will carry NASA's Aquarius satellite into low Earth orbit.    Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2196,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2196/KSC-2011-2196~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 856, 'size': 123000, 'height': 1280}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2196/KSC-2011-2196~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 428, 'size': 40000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2196/KSC-2011-2196~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 428, 'size': 40000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2196/KSC-2011-2196~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1285, 'size': 242000, 'height': 1920}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2196/KSC-2011-2196~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 3000, 'width': 2008, 'size': 921000}]"
81,KSC-2011-2190,2011-03-09T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. --As the sun rises over Vandenberg Air Force Base in California, United Launch Alliance technicians prepare to raise one of three Delta II solid rocket motors on the pad at Space Launch Complex-2 West (SLC-2W). Scheduled to launch in June, the Delta II rocket will carry NASA's Aquarius satellite into low Earth orbit.    Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2190,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2190/KSC-2011-2190~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 856, 'size': 109000, 'height': 1280}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2190/KSC-2011-2190~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 428, 'size': 34000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2190/KSC-2011-2190~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 428, 'size': 34000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2190/KSC-2011-2190~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1285, 'size': 215000, 'height': 1920}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2190/KSC-2011-2190~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 3000, 'width': 2008, 'size': 639000}]"
82,A Drier Future Sets the Stage for More Wildfires,2019-07-09T00:00:00Z,"['Drought', 'Fire Management', 'Human Geography', 'Natural Hazards', 'Fires', 'Climate Change', 'Earth', 'Freshwater']",video,"Droughts can create ideal conditions for wildfires. Dry trees and vegetation provide fuel. Low soil and air moisture make it easier for fires to spread quickly. In these conditions, a spark from lightning, electrical failures, human error or planned fires can quickly get out of control. As Earth’s climate warms and precipitation patterns change, increasingly severe droughts will leave some areas of the world vulnerable to increasingly severe fires. Understanding how fires behave in dry conditions can help firefighters, first responders and others prepare for a hotter, drier future.",GSFC_20190709_Droughts_m13253_Fires,"[{'href': 'https://images-assets.nasa.gov/video/GSFC_20190709_Droughts_m13253_Fires/GSFC_20190709_Droughts_m13253_Fires~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 800, 'size': 30000, 'height': 450}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20190709_Droughts_m13253_Fires/GSFC_20190709_Droughts_m13253_Fires~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 400, 'size': 13000, 'height': 225}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20190709_Droughts_m13253_Fires/GSFC_20190709_Droughts_m13253_Fires~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 200, 'size': 5500, 'height': 112}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20190709_Droughts_m13253_Fires/GSFC_20190709_Droughts_m13253_Fires~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 300, 'size': 10000, 'height': 168}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20190709_Droughts_m13253_Fires/GSFC_20190709_Droughts_m13253_Fires.vtt', 'rel': 'captions'}]"
83,New Look at Gravity Data Sheds Light on Ocean and Climate,2009-08-27T18:55:23Z,"['Earth', 'Gravity Recovery and Climate Experiment GRACE']",image,This map shows changes in ocean bottom pressure measured by NASA Gravity Recovery and Climate Experiment.,PIA12188,"[{'href': 'https://images-assets.nasa.gov/image/PIA12188/PIA12188~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 67000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/PIA12188/PIA12188~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 67000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/PIA12188/PIA12188~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 778, 'width': 778, 'size': 99000}]"
84,NASA Science Live: Climate Edition - Innovations for a Sustainable Future [Episode 60],2024-10-30T00:00:00Z,"['Jasmine Hopkins', 'Dr. Kate Calvin', 'Dan Lockney', 'NASA', 'Climate', 'Climate Change', 'Earth Science', 'Spinoff Technology', 'Sustainable', 'Innovations', 'Green Technology', 'Recycle', 'Lunarecycle challenge', 'Renewable energies', 'Wildfires', 'Beaver dam', 'Agriculture', 'NSL', 'NASA Science Live']",video,"Join NASA experts for a special climate edition of NASA Science Live on Wednesday, October 30 at 3:00 p.m. ET. This interactive Q&A will explore how NASA’s cutting-edge technology and research are helping to combat climate change and to develop solutions for a greener planet. Ask NASA experts your questions by using #askNASA. Jasmine Hopkins, NASA Communications Dr. Kate Calvin, NASA Chief Scientist and Senior Climate Advisor Dan Lockney, NASA Technology Transfer Program Executive",GSFC_NSL_Climate_Ep60,"[{'href': 'https://images-assets.nasa.gov/video/GSFC_NSL_Climate_Ep60/GSFC_NSL_Climate_Ep60~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 800, 'size': 27000, 'height': 450}, {'href': 'https://images-assets.nasa.gov/video/GSFC_NSL_Climate_Ep60/GSFC_NSL_Climate_Ep60~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 400, 'size': 11000, 'height': 225}, {'href': 'https://images-assets.nasa.gov/video/GSFC_NSL_Climate_Ep60/GSFC_NSL_Climate_Ep60~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 200, 'size': 4600, 'height': 112}, {'href': 'https://images-assets.nasa.gov/video/GSFC_NSL_Climate_Ep60/GSFC_NSL_Climate_Ep60~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 300, 'size': 7400, 'height': 168}, {'href': 'https://images-assets.nasa.gov/video/GSFC_NSL_Climate_Ep60/GSFC_NSL_Climate_Ep60.srt', 'rel': 'captions'}]"
85,KSC-2011-1971,2011-03-01T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- The first stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit is raised onto the launch pad at Vandenberg Air Force Base's Space Launch Complex-2 (SLC-2) in California. While the Delta II rocket is stacked on SLC-2, teams for NASA's Glory spacecraft and Orbital Sciences Taurus XL rocket are in launch preparation mode at Vandenberg's nearby Space Launch Complex 576-E.    Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: NASA/VAFB",KSC-2011-1971,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-1971/KSC-2011-1971~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 856, 'size': 155000, 'height': 1280}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1971/KSC-2011-1971~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 428, 'size': 51000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1971/KSC-2011-1971~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 428, 'size': 51000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1971/KSC-2011-1971~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1285, 'size': 292000, 'height': 1920}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1971/KSC-2011-1971~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 3000, 'width': 2008, 'size': 817000}]"
86,KSC-2011-1970,2011-03-01T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- The first stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit is raised onto the launch pad at Vandenberg Air Force Base's Space Launch Complex-2 (SLC-2) in California. While the Delta II rocket is stacked on SLC-2, teams for NASA's Glory spacecraft and Orbital Sciences Taurus XL rocket are in launch preparation mode at Vandenberg's nearby Space Launch Complex 576-E.      Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: NASA/VAFB",KSC-2011-1970,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-1970/KSC-2011-1970~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 856, 'size': 184000, 'height': 1280}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1970/KSC-2011-1970~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 428, 'size': 60000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1970/KSC-2011-1970~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 428, 'size': 60000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1970/KSC-2011-1970~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1285, 'size': 343000, 'height': 1920}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1970/KSC-2011-1970~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 3000, 'width': 2008, 'size': 947000}]"
87,KSC-2011-1963,2011-03-01T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- The first stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit arrives to the launch pad at Vandenberg Air Force Base's Space Launch Complex-2 (SLC-2) in California. While the Delta II rocket is stacked on SLC-2, teams for NASA's Glory spacecraft and Orbital Sciences Taurus XL rocket are in launch preparation mode at Vandenberg's nearby Space Launch Complex 576-E.    Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: NASA/VAFB",KSC-2011-1963,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-1963/KSC-2011-1963~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 138000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1963/KSC-2011-1963~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 44000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1963/KSC-2011-1963~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 44000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1963/KSC-2011-1963~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 263000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1963/KSC-2011-1963~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 760000}]"
88,KSC-2011-1961,2011-03-01T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. --  As the sun rises over Vandenberg Air Force Base in California, the first stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit is on its way to Space Launch Complex-2 (SLC-2). While the Delta II rocket is stacked on SLC-2, teams for NASA's Glory spacecraft and Orbital Sciences Taurus XL rocket are in launch preparation mode at Vandenberg's nearby Space Launch Complex 576-E.        Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: NASA/VAFB",KSC-2011-1961,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-1961/KSC-2011-1961~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 101000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1961/KSC-2011-1961~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 30000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1961/KSC-2011-1961~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 30000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1961/KSC-2011-1961~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 206000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1961/KSC-2011-1961~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 623000}]"
89,KSC-2011-1964,2011-03-01T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- The first stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit is raised onto the launch pad at Vandenberg Air Force Base's Space Launch Complex-2 (SLC-2) in California. While the Delta II rocket is stacked on SLC-2, teams for NASA's Glory spacecraft and Orbital Sciences Taurus XL rocket are in launch preparation mode at Vandenberg's nearby Space Launch Complex 576-E.        Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: NASA/VAFB",KSC-2011-1964,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-1964/KSC-2011-1964~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 121000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1964/KSC-2011-1964~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 38000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1964/KSC-2011-1964~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 38000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1964/KSC-2011-1964~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 230000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1964/KSC-2011-1964~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 657000}]"
90,KSC-2011-2188,2011-03-09T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. --Before the sun rises over Vandenberg Air Force Base in California, United Launch Alliance technicians prepare to move one of three Delta II solid rocket motors from the solid motor facility to Space Launch Complex-2 West (SLC-2W) atop a tug. ULA technician Eric Chambless is in the tug's driver seat. Scheduled to launch in June, the Delta II rocket will carry NASA's Aquarius satellite into low Earth orbit.    Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2188,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2188/KSC-2011-2188~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 133000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2188/KSC-2011-2188~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 39000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2188/KSC-2011-2188~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 39000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2188/KSC-2011-2188~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 273000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2188/KSC-2011-2188~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 852000}]"
91,KSC-2011-1965,2011-03-01T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- The first stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit is raised onto the launch pad at Vandenberg Air Force Base's Space Launch Complex-2 (SLC-2) in California. While the Delta II rocket is stacked on SLC-2, teams for NASA's Glory spacecraft and Orbital Sciences Taurus XL rocket are in launch preparation mode at Vandenberg's nearby Space Launch Complex 576-E.      Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: NASA/VAFB",KSC-2011-1965,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-1965/KSC-2011-1965~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 856, 'size': 137000, 'height': 1280}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1965/KSC-2011-1965~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 428, 'size': 44000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1965/KSC-2011-1965~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 428, 'size': 44000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1965/KSC-2011-1965~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1285, 'size': 261000, 'height': 1920}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1965/KSC-2011-1965~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 3000, 'width': 2008, 'size': 742000}]"
92,KSC-2011-1967,2011-03-01T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- Technicians guide the first stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit onto the launch pad at Vandenberg Air Force Base's Space Launch Complex-2 (SLC-2) in California. While the Delta II rocket is stacked on SLC-2, teams for NASA's Glory spacecraft and Orbital Sciences Taurus XL rocket are in launch preparation mode at Vandenberg's nearby Space Launch Complex 576-E.      Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: NASA/VAFB",KSC-2011-1967,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-1967/KSC-2011-1967~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 856, 'size': 153000, 'height': 1280}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1967/KSC-2011-1967~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 428, 'size': 47000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1967/KSC-2011-1967~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 428, 'size': 47000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1967/KSC-2011-1967~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1285, 'size': 291000, 'height': 1920}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-1967/KSC-2011-1967~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 3000, 'width': 2008, 'size': 820000}]"
